Sentence,Negative Connotations
በፍጹም። አንድ ነገር ልጠይቅህ አብይ አህድ ቡዙነገር ሲተነትን አፍ ያስከፍታል። እንዴት ነው ግን የዚህ ሁሉ ህዝብ እልቂት እንደሰው እማያስቆጣው? ማስቆም እንኳ ባይ,"አህድ, እልቂት"
እርስዎ እና ዘረኛ መሪዎ በዝግታ እና በህመም ይሞታሉ,"ዘረኛ, በህመም"
አንተ የሸርሙጣ ልጅ ቁጭ ብለህ ሴት ጋ ትሳደባለህ አይደል ሴታሴት,"የሸርሙጣ, ሴታሴት"
አቤትትት??? የሰፈር ሰዎች ሁሉ ተማረሩ ቤታቸውን ዘግተው ምሳ ሰሩ:: . For that ሆዳም friend.,ሆዳም
ከፊትህ እየተጨፈጨፉ ላሉት መጀመርያ መቼ ጮህክ አንተ አስመሳይ ሰለፊ? አክራሪነትን ለማስፋፋት የታሪክ ሪቪዥን ለማድረግ ውስጥ ለውስጥ እንደምትሰሩ ስለምናውቅ በነገሥታ,"ጮህክ, አስመሳይ, አክራሪነትን"
ኢትዮጵያን ሶሪያ የሚያደርጋት የአብይ አድሎኛ እና ሴረኛ አገዛዝ እንጅ አሜሪካ ያላት አቋም አይደለም።,"አድሎኛ,ሴረኛ"
ሰው በላው አውሬ ጀነራል አብርሃ ወልደማርያም (ኳርተር) ለዘላለሙ አሸልቧል::,አውሬ
ስዩም አለቆቹ የሚወዱትን ይወዳል፣ የሚጠሉትን ይጠላል። እሱ የሚናገረው በሙሉ አለቆቹ ሹክ ያሉትን ነው። ከመስመር ወጣ ካለ ደግሞ አምቡላንስ ልከው እንደሚሆን ያደርጋሉ።,"የሚጠሉትን, ከመስመር ወጣ"
አሳረረን እኮ እግዚአብሔር ይድፋው እሄ እርኩስ ደግሞ አይመረጥም,"እርኩስ,አይመረጥም"
እጅግ ማፈሪያ የሆንከው አንተነህ ይልቅስ የማፈሪያ ስብስብ ደግሞ በጣም ሚያስቀኝ የዚህ የሚያረገው ግላቭ ነገር ነው ኮሮናን መከላከሉ ነው ኮሮና የሆነ ሰው እራስ ወዳድ፤ ህፃናት,"ማፈሪያ, ሚያስቀኝ, ግላቭ ነገር"
ከአብይ አህመድ ከሚባል አውሬ ጋር ተባባሪ ስለሆንሽ አንድ ቀን ትጠየቂያለሽ። እንዴት ህሊናሽ ፈቀደልሽ? ባይበላስ ቢቀር?,"አውሬ,ትጠየቂያለሽ,ህሊናሽ ፈቀደልሽ"
ያንን አዲሱ GMO Chicken ነገር ንቀን ትተነው ነበር፤ ምን ዋጋ አለው ባለጌ እጭቤዎች መለዮ ለብሰው እና ታጥቀው ከኋላችን ከች አሉ። Backstabbing fucks,"ንቀን, Backstabbing fucks"
ራስህን ቻል የትግራይ ህዝብ የአንተ ድጋፍ አይሻም::የትግራይ ህዝብ የዛሬ ፀረ ወራሪ ትግሉ ለነገ ነፃነቱ በደሙ እየፃፈ መሆኑን አትዘንጋ::,ፀረ ወራሪ
Are u this much ደነዝ? ኤኒወይስ ህዝቦችም ይላል:: ምነው ዲቃላ ነኝ አልክ ግን ከርሳም,"ዲቃላ, ከርሳም"
DW ሲባል  ብቻ ትዝ የሚለን የዋሆች አለን ?? በሙሉ ሥሙ ጥራው ??,"ትዝ,የዋሆች,ጥራው"
ክፉ ሰው ቤተሰብን የሚያፈርስ ሰይጣን ብቻ ነው።,"ክፉ, ሰይጣን"
አንተ በጄት ቦንብ እየላከላቸው እነሱ ፍቅር ይላኩልህ እንዴ? ጅል ቢጤ ነህ ልበል?,"ጄት, ቦንብ, ጅል, ቢጤ"
ደግነት በሌላ ሰው ወይም የወል ንብረት ላይ : ለዛውም ሳያስፈቅዱ ይሸክካል ::,"ሌላ, ሳያስፈቅዱ"
ሰይጣን እባክህን ይህንን ኃጢአተኛ ይቅር በለው ፣ እሱ የሚናገረውን አያውቅም,"ሰይጣን, ኃጢአተኛ"
እሱን ያ አብይ ተይቀው ዝም ብለህ አትዘባርቅ ። አንተ እስኪ ተዋጋ ከዛ ሌላውን ቦቅቧቃ ትላለህ,"አትዘባርቅ, ቦቅቧቃ"
አንተ ግም እና የገለማህ ነህ ከትግራይ ታቦቱን ተመኝተህ ህዝብና መሬቱን ካድክ ድሮም ባንዳ ብህሪው ነው,"ግም, የገለማህ, ታቦቱን, ካድክ, ባንዳ, ብህሪው"
ግም ምንህ ጎንህ ተነካ ዱዝ የመቋወም መብት የመናገር መብት ስራውን የማጋለጥ መብት አለምአቀፍ ህግ የሰጠኝ ምን አገባህ ደነዝ ስለራስህ ተናገር እምቦጭ,"ግም, ዱዝ, የማጋለጥ, ደነዝ, እምቦጭ"
ይሄ የደደብ የተሳዳቢ ቦታ አይደለም ቦታህን ፈልግ:: እኛ ለሚሰማ ለሚጠይቅ ለሚያነብ ብቻ ነው ቦታ ያለን::,"ደደብ, ተሳዳቢ"
የቀን ጅብስ አንደ አንቺ አይነቶቹ ናቸው፣ ስው የሚይርዱት ፣ ስው የሚያቃጥሉት እና የሚጭፍሩት መደመር እና መቀነስ ተማሪ ቡዳ,"ጅብስ, የሚይርዱት, የሚያቃጥሉት, የሚጭፍሩት, ቡዳ"
እሚያናድደኝ እየተሰራበትን ያለውን ሴራ አለማወቁ ነው። ፍትህ_ለ_ዞላ ??,እሚያናድደኝ
ምን አደረግንህ ግን? ያለ አቅምህ እንጣጥ ብለህ ሂደህ እንዲህ የምታዋርደን? አንተንስ ይጠፍጥፉህ ለእኛ መትረፍህ ነውጂ።,"እንጣጥ, ይጠፍጥፉህ"
እሾህ እንዳንተ መርዘኛ ሰው አይቼ አላውቅም። ለምን አትተወንም ግን? የገረፉህ፣ ያሰሩህ፣ ያንገላቱህ ወያኔዎች አልነበሩም? እነሱ ሲደመሰሱ ብትችል ድንጋይ ባቀበልክ። ለ,"እሾህ, መርዘኛ, ግን,ያንገላቱ"
አንዳንድ ሰው ሁሉ እንደእሱ ይመስለዋል አይገባኝም ደደብ ነኝ በል,ደደብ
የት ነው ያለው አሁን ይሄ የውሻ ልጅ? ልጆች ሚስትስ አለው ወይ?,የውሻ ልጅ
ሰማ አንተ ደደብ ሰው መተከልን እንዳስጨረስክ አትቀርም ዋጋህን እሰጣሀለሁ,ደደብ
ማሞ ሌላ መታወቂያው ሌላ ሰውየው ቅኔ ሲዘርፍ ያንተአይነቱ የዝንብ ገልቱ ሰሙ ላይ ሙጥኝ ይላል ያው የዝንብ ባህሪ ነው,"የዝንብ ገልቱ, ሙጥኝ, የዝንብ ባህሪ"
Ethiopia ብሩ ኣብይ ስለሆነ ሳይሆን የኢትዮጵያ ጠ/ሚኒስትር ስለነበረ ነው የተሰጠው ፤ ስለዚ ዓቃቤ ህግም ሊጠይቅ ግድ ይላል ። ካልሆነ ግን በስሙ Official ሌብነት ተብሎ,ሌብነት
የኢትዮጵያን ሰላም፣አድነት፣እድገት፣ብልፅግና የማይሹ የሰይጣን ቁራጮች ሁሉ ፈጣሪ ይገስጣቸዉ,"የሰይጣን,ቁራጮች,ይገስጣቸዉ"
ሀገርና መሪን መለየት እማ ይችል መሀይም ሁላ መንግስት በመጣ በሄደ ቁጥር ኢትዮጵያ ይፍረስ ይላል ሀገር ማንም ይሂድ ይምጣ ዘላለም ምትኖር ናት።,None
የቱ ነው ቀላል ከሱዳን ማምጣት ወይንስ አገር ቤት ያለውን electricity network bank etc መክፈት ይሄ ደንቆሮ የትግራይ ህዝብ እደ ሌሎቹ መስሎት ነው,ደንቆሮ
እንደ አንቺ አይነት ገልቱ አያሳጣን። Stup d ላለምሰል ከፈለግሽ ግራ ገብቶሽ ግራ የማጋባት ሥራ አቁሚ።,"ገልቱ, Stup d, ላለምሰል, ግራ, ግራ የማጋባት"
መጀመሪያ አሜን የተጻፈው ነገር ጥሩ ነው። ግን 100 እርግጠኛ ነኝ እጆችሽ ያቃጠለሽ ነው ክርስትና ብለሽ የጻፍሽው ለምን ቢባል አንቺ አንድዋ ሰይጣን ስለሆንሽ ።??,"ያቃጠለሽ, ሰይጣን"
እኔ እምልክ ዱክትርናህን በመሀይምነት ነው ኣ የተቀበልከው ስላንተ ቦለቲካ ሳይሆን የእናቱን ጡት መጥባት ስላልቻለው,"ዱክት, እናቱን ጡት መጥባት"
አብይ ከዚህ በላይ ደም አታፍስሱ ኢኮኖሚ የለም የባሰ አትግደል ድንጋይ እራስ አቱን ውረድ ወይ ተቀየስ በቃ አቦ,"ደም,ኢኮኖሚ የለም,የባሰ,አትግደል,ድንጋይ እራስ,አቱን,በቃ"
ቅርሻታምስ እንተው ራስስህ ነህ ከአፍህ የሚወጣው ይሽታል አስተሳሰብህም እንደዛው ነው ባለጌ ነህ አሳዳጊ የበደለህ። እደግመዋለውአዎ ይህ ወንድሞቹን የበላ አውሬ ነው ።,"ይሽታል, ባለጌ, የበሰለህ, አውሬ"
ትግላቹ ገደል ገባ አውሮፓ አሜሪካ አረብ አገር ሆነሽ ነው ምትታገይ ገልቱ,ገደል 
TPLF ከስልጣን የወረደው እኮ በቄሮ ድንጋይ ነው ።ንፍጣሟ,"ድንጋይ,ንፍጣሟ"
በአንዴ ካድሽኝ? ለነገሩ የመጀመሪያሽ አይደለም ??,ካድሽኝ
ቦቅቧቃ እንደአንተ አይነቱን ታድዮስ ታንቱ በመድረክ አስነጥሶ ይዘርራል። እዚህ እንዴት እንደደረስክ የካድክ ውለታ ቢስ መሆንህን የሚያሳየ,ቢስ
የኢትዮጲያን ስደተኞች በስር እየተሰቃዩ በሳውድ እናተ ግን ደልቷችሁ ሽርርር ትላላችሁ ይገርማን በመቶ ሺ እሚቆጠር ኢትዮጲያዊያን እርቃናቼውን በብርድ በሙቀት በም,"እየተሰቃዩ, ሽርርር, ይገርማን"
ለግምብራስማ አሳነሰው . ትንሽ ደረቅ ብታደርግለት ብዬ እኮ ነው .,"አሳነሰው, ደረቅ"
ለ10 አመት ተይዟል አለከው እንዴ አንተኮ ቆሻሻ ነህ አታፍርም,ቆሻሻ
አንተ ደደብ ለስት ነው እንዴ ትግራይን የገጠሙት ?አህያ ነህ አምስት አገር ለአንድ ክልል ቅማል ቅርፅ ነህ።,"ደደብ,አህያ,ቅማል,ቅርፅ"
አንተ የሰው አተላ መቼም ቢሆን ኢትዮጵያ ላንተ አይነቱ ነጭ ነጫጭባ ዝቅ ብላ አታቅም ድሮም አሳማ ቆሻሻ ይወዳል፣ ነጭ አሳማ/The,"አተላ, ነጫጭባ, ዝቅ ብላ, አሳማ, ቆሻሻ, ነጭ አሳማ"
ከነዚህ አውሬዎች ጋር የሚኖር አንድነት የለም:: እጣፈንታችን በእጃችን ነው::,አውሬዎች
ወጣልህ ተሳድበህ? መቼም ይህ በፀበል ካልሆነ አይወጣልህም ለጤናችን ስንል አንጠላህም,"ተሳድበህ, በፀበል"
አምባገነን መሪ የተቃወሙትን ሁሉ ያስራል አለ ያገሬ ሰው አሽቃባጭ ።,"ተቃወሙት, አሽቃባጭ"
መንግስት ጉያው ውስጥ የተወሸቁትን እነ ስዩም ተሸመና መሰሎቹ የሚረጩትን መርዝ ካላስቆመና አደብ ካላስገዛ መንግስት እሳት በማጥፋት መጠመዱና ዜጋም ውድ ህይወቱን ከፋይ መሆኑ የማይቀር ነው፡፡,"ጉያው, የተወሸቁትን, መርዝ, አደብ, እሳት, መጠመዱ, ከፋይ"
ክልል መፈንቅለ መንግስት ይደረጋል? መረጃችሁን አስተካክሉ:: የሴራ ዜና ከጠሚ ቢሮ እየተቀበላችሁ ህዝብ አታምታቱ,የሴራ ዜና
ወንድ የሴት ምንትስ እና ጡት ብቻ ነው የሚያየው ብለሽ ደመደምሽው በቃ? ነገ ደሞ ወንዶች የውጭ እንጂ የውስጥ ውበት አያዩም ብለሽ ለቅሶ ደቅ ትያለሽ,"ደመደምሽው, የሴት ምንትስ, ጡት, ወንዶች የውጭ, ውበት አያዩም"
በለው ፓትርያርክ ማትያስ ኣረ ብልጽግና ስም ማጥፋት ለምን ኣቶ ኣትሉትም??,"ማጥፋት, ኣትሉትም"
መጋዣ ነገር ነህ አንተ ምን አለብህ ፊትህ ከደለበ ሆድህም ካልጎደለ ሰው ቢታረድ ቢራብ ቢሰደድ ወገንህ አደለ ምን ትሆናለህ አንተ,"መጋዣ, አደለ"
ታምራት ነገራ ፅንፈኞችን ከላይ እስከታች ሰብስበህ ሁለት ሰንበት ፀበልና ስልጠና ስጥልን ።,"ፅንፈኞችን,ፀበል"
ገደል ግባ ባንዳ አዎ ገደል ግባ ሀገሬ በባንዳዎች ሳይሆን በእውነተኛ ልጆችዋ ታፍራና ተከብራ ትኖራለች፡፡Period,"ገደል, ባንዳ"
ኢትዮጵያ መፍረስ ከጀመረች ቆየች በጣም የማዝነው ላንድ ወሽላታ የታሪክ አተላ ብሎ ሕዝቡ ደም መቃባቱ ነው ንጉሥ እሆናለሁ ብሎ የቁም ቅጀት የሚቃ,"መፍረስ, ወሽላታ, ደም መቃባቱ, የቁም ቅጀት"
ሰላሜን የነሳህ አንተ ሁነ ሳለህ ሰላም ያስፈልጋል ለምን ትለኛለህ፡፡,አንተ ሁነ
ልማደኛ ሰካራም ቡና ምናምን ትላለች ኦሞ በጥብጠሽ ሃሃሃ,ሰካራም
ብዙ ደንቆሮዎች ኣህቻለሁ እንዳንተ ምንም ሰብ ኣዉነት የሌለው ግን እስካሁን ኣላይሁም።,"ደንቆሮዎች,ሰብ ኣዉነት የሌለው"
ፈሳም ሃገር እደያባላ ነው ወሬኛ ነሽ እግዚአብሔር ኣይን ኣለው።,ወሬኛ
ዕድሜ ለቀሽሞች የአዲሳባ ፖሊስ ም/ኮሚሽነሩ ከትናንትናው የመስቀል አደባባይ የቦምብ ፍንዳታ በኋላ ስማቸው ከግርማ ካሳ ወደ ግርማይ ካሕሳይ ተቀይሯል፡፡ ክልላቸውና ብሔራቸውም እንዲሁ,የቦምብ ፍንዳታ
More like በንፁሃን ደም ባህር ወደ ከፍታ . ጅል,ጅል
እረ አባ ቢያ እያደርክ እንደዚህ አትውረድ አቦ .,አትውረድ
ምንድነው የሚያወራው በናትችሁ? አንተ ኢትዮጵያውያንን አሁን ለጊዜው አሞኝታሃቸው ሊሆን ይችላል። ታሪክ ግን ይፋረድሃል።,"አሞኝታሃቸው, ይፋረድሃል"
እሱ ያንቺ ፍላጎት ነው መብትሸ ነወ የመሰለሽን ማመን ።እኔ ግን የማምነው አምባገነን እና ዘረኛ እንደሆነ ነው።,ዘረኛ
ቆይ አንቺ ቆይ ግን ካለ አህያና ጅብ ሌላ ተረት አታቂም እንዴ? በጣም እኮ ነው የሚገርመው,"አህያ, ጅብ"
በቴይለር ስዊፍት የተረገማችሁ ናችሁ ፡፡ ይህ የውሻ ጨዋታ ነው ብለው ያስባሉ? አንተ ርኩስ መናፍቅ ተቃጥለህ ትሞታለ,"ውሻ,ርኩስ,መናፍቅ,ተቃጥለህ,ትሞታለ"
አንተ እንዲ ገልቱ ነህ? አንተም አስተጋባሃው? ፋና እና ኢቲቪን እየመሰልከኝ ነው። ውጭ ጉዳይ ብትሆን ደግሞ ደመቀን ትመስላለህ።,"እንዲ ገልቱ, አስተጋባሃው, ውጭ ጉዳይ, ደመቀን"
ያንተስ ፔሮል መቼ ነው የሚዘጋው ያለበቂ ማስረጃ ትፅፍና እራስህን አጃጅል,ያለበቂ
ለማ መገርሳ ስልጣን ላይ እንዳሉ ቢሆን የሦስተኛ ዲግሪያቸውን የጨረሱት የፒፒና የካድሬው ጭብጨባ ጀሯችንን ባደነቆረው ነበር። ለማንኛውም እንኳን ደስ ያለዎት ኦቦ ለማ ምነው ፒቼዲው ሱስዎን በቀሰቀሰበወት,"ጭብጨባ, በቀሰቀሰበወት"
ሁለት baseless ክስ። ወይ እይ፤ ካላየህ ደግሞ ሳትመርጥ ስማና አመዛዝነህ ፍረድ። እንደፓሮት የተባለውን አትደጋግም። have your OWN opinion . አትዋስ,"ክስ, እይ, አትዋስ"
እንደውም ጨዋ ሰው ነው። እኔ ብሆን አፈላልጌ አጠፋህ ነበር። ወረኛ ብቻ አይደለህም ባለጌም ጭምር ነህ።,"ጨዋ, አፈላልጌ, አጠፋህ, ወረኛ, ባለጌ"
እናተ ማፈሪያዎች እንደዚህ ብላችሁ ስታቀርቡ አታፍሩም ለምነን አስለምነን እረ በገዳ ሞት ብለን ሰጠን ብትሉ የተሻለ እውነት ነበረው። መሪዎቻችን በጠቅ,"ማፈሪያዎች, አታፍሩም, እረ በገዳ ሞት"
ያበደ ውሻ ይቅርታ፣ ፍቅር፣ ሰላም እና አንድነት እንዴት ይገበዋል? ለዚህም ነው ፍቅርን በሚሰብክ መሪ ላይ ቦምብ እንዲወረወር ያሴሩት። እንኳንም እ/ር አወጣን feeling sad,"ያበደ, ውሻ, ቦምብ, ያሴሩት"
9.አስተንትንልኝ? በሉት፤ የእናቴ ቀሚስ አደናቀፈኝ ይላል። ፖለቲከኛ ለመሆን የፖለቲካል ሳይንስ አዋቂ መሆን ግድ እንዳልሆነ አዉቃለሁ ነገር ግን ትንሽም ቢሆን introduction t,None
ወንድሜ ዛሬ ዲሞክራሲ አለባቸው የሚባሉት አገሮች ጫማ በልተው ነው ለዛሬ ብልፅግና የበቁት ዝም ብለህ አትቦትረፍ,ጫማ
ድሮም እንደ አንተ አይነት ኮተታም ተላላኪ መች እውነቱን ይናገራል ? ቅጥረኛ,"ኮተታም, ተላላኪ, ቅጥረኛ"
ጀዋር ሲፈታ ግን በደስታ እራሳቸውን ሊያጠፉም ይችላሉ የሚል ግምት አለ ?? Meheret Mitiku,"ሲፈታ, ሊያጠፉ"
ሌባ አሰመሳይ እራስህ ጁንታ ገዳይ ሴጣን ቁማሩን ለውጠህ መምጣትህ ነው የሰው ልጅ ሞት የሁሉም ሰውየሆነ በሙሉ ነው መጀመሪያ ሰው ሁን ።,"ሌባ, አሰመሳይ, ጁንታ, ገዳይ, ሴጣን"
መሰላቸት ሰው ነው ፡፡ አሰልቺ ስለሆንክ ብቻ አንድ ነገር መጣል አንድ ነገር ማድነቅ እንደማትችል ያሳያል . አሰልቺ ስለሆኑ ቢያንስ አንድ ነገር መጣል ሲፈል,"አሰልቺ, አሰልቺ"
